smiles,chembl_id,potency,pec50,category
COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c4cccc(F)c4,CHEMBL455205,360,6.44369749923271,active
COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c4cccc(Br)c4,CHEMBL455206,150,6.82390874094432,active
F[C@]([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)(c4ocnn4)S(=O)(=O)c5ccccc5,CHEMBL455432,170,6.76955107862173,active
FC(F)(F)c1cccc(CN(CCCOc2cccc3[nH]ccc23)CC(c4ccccc4)c5ccccc5)c1Cl,CHEMBL457452,15,7.82390874094432,active
Oc1cccc(c1)c2nnc(nn2)c3cccc(O)c3,CHEMBL457636,67588,4.17013040459682,inactive
Fc1ccc(cc1)c2c3cccc(c3nn2Cc4ccccc4F)C(F)(F)F,CHEMBL457977,4150,5.38195190328791,inactive
Fc1ccc(cc1)c2c3cccc(c3nn2Cc4ccc(Cl)cc4)C(F)(F)F,CHEMBL458597,9050,5.0433514207948,inactive
COC(=O)[C@](F)([C@@H]1CCc2c(C1)[nH]c3ccc(Cl)cc23)S(=O)(=O)c4cccc(F)c4,CHEMBL459472,430,6.36653154442041,active
COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c4cccc(Cl)c4,CHEMBL459473,190,6.72124639904717,active
COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c4ccccc4,CHEMBL459905,43,7.36653154442041,active
Cc1oc(nn1)[C@](F)([C@H]2Cc3[nH]c4ccc(Cl)cc4c3C2)S(=O)(=O)c5ccccc5,CHEMBL460108,300,6.55200031031428,active
COC(=O)[C@](C)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c4ccccc4,CHEMBL460111,250,6.60205999132796,active
Cc1cnc2c(Cl)cccc2c1c3cccc(Oc4cccc(c4)C(=O)N5CCOCC5)c3,CHEMBL460198,572,6.24260397120698,active
CNC(=O)c1cccc(Oc2cccc(c2)c3c(C)cnc4c(Cl)cccc34)c1,CHEMBL461890,800,6.09691001300806,active
CCNC(=O)c1cccc(Oc2cccc(c2)c3c(C)cnc4c(Cl)cccc34)c1,CHEMBL461891,1272,5.8955128886876,inactive
CN(C)c1oc(nn1)[C@](F)([C@H]2Cc3[nH]c4ccc(Cl)cc4c3C2)S(=O)(=O)c5ccccc5,CHEMBL462446,76,7.11918640771921,active
Cc1noc(n1)[C@](F)([C@H]2Cc3[nH]c4ccc(Cl)cc4c3C2)S(=O)(=O)c5ccccc5,CHEMBL462447,210,6.67778070526608,active
FC(F)(F)c1cccc2c(c3ccccc3)n(Cc4ccccc4)nc12,CHEMBL464189,3260,5.48678239993206,inactive
COC(=O)C1C(C)Cc2[nH]c(C(=O)OC3CCCCC3)c(C)c2C1=O,CHEMBL467423,67537,4.17045823467458,inactive
C[C@@]1(CO)CCC[C@]2(C)[C@@H]1CC[C@H]3C[C@](C)(CC=C23)C=C,CHEMBL470040,50000,4.30102999566398,inactive
COC(=O)c1cccc(Oc2cccc(c2)c3c(Cc4ccccc4)cnc5c(cccc35)C(F)(F)F)c1,CHEMBL471608,895,6.04817696468409,active
Cc1cc(OCCCN(CC(c2ccccc2)c3ccccc3)Cc4cccc(c4Cl)C(F)(F)F)n[nH]1,CHEMBL471641,15,7.82390874094432,active
COc1ccc(cc1)c2noc(n2)c3ccccc3F,CHEMBL472929,67541,4.17043251356636,inactive
CCCNC(=O)c1cccc(Oc2cccc(c2)c3c(Cc4ccccc4)cnc5c(cccc35)C(F)(F)F)c1,CHEMBL480298,1525,5.8167301563172,inactive
FC(F)(F)c1cccc(CN(CCCOc2n[nH]c3ccccc23)CC(c4ccccc4)c5ccccc5)c1Cl,CHEMBL480493,60,7.22184874961636,active
CC(C)[C@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@@H](O)[C@@]5(O)C[C@@H](O)CC[C@]5(C)[C@@]4(O)[C@H](O)C[C@]23C,CHEMBL486198,10000,5,inactive
C[C@H](CCC=C(C)C)[C@H]1C[C@H](O)[C@@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C,CHEMBL486808,50000,4.30102999566398,inactive
FC(F)(F)c1ccccc1Cn2nc3c(cccc3c2c4ccc(Cl)cc4)C(F)(F)F,CHEMBL486955,15460,4.81079051041769,inactive
C[C@H](CC\C=C(/C)\C(=O)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@@H](O)C4(C)C)[C@]3(C)CC[C@]12C,CHEMBL487001,50000,4.30102999566398,inactive
COc1cccc(\C=C\c2ccc3cccc(O)c3n2)c1,CHEMBL488140,67470,4.17088928984471,inactive
Fc1cc(Cl)ccc1Cn2nc3c(cccc3c2c4ccc(Cl)cc4)C(F)(F)F,CHEMBL488173,9800,5.00877392430751,inactive
FC(F)(F)c1cccc2c(c3ccc(Cl)cc3)n(Cc4ccccc4Cl)nc12,CHEMBL488174,10200,4.99139982823808,inactive
N(c1ccccn1)c2nc(cs2)c3cccnc3,CHEMBL492010,67588,4.17013040459682,inactive
CN(c1ccc(NC(=O)C(C)(O)C(F)(F)F)c(Cl)c1)S(=O)(=O)c2ccc(CCC(=O)O)cc2,CHEMBL492563,65000,4.26143937264017,inactive
CCCCN(Cc1cc(Cl)c(O)c(Cl)c1)c2ccc(cc2)C(O)(C(F)(F)F)C(F)(F)F,CHEMBL493241,3000,5.52287874528034,inactive
CN(c1ccc(NC(=O)[C@](C)(O)C(F)(F)F)c(Cl)c1)S(=O)(=O)c2ccccc2Cl,CHEMBL495173,719.5,6.14666756059775,active
CN(c1ccc(NC(=O)C(C)(O)C(F)(F)F)c(Cl)c1)S(=O)(=O)c2ccc(cc2)C#N,CHEMBL495196,2650,5.57683144393509,inactive
COC(=O)Cc1c[nH]c2ccc(OCCCN(CC(c3ccccc3)c4ccccc4)Cc5cccc(c5Cl)C(F)(F)F)cc12,CHEMBL499550,288,6.54060751224077,active
FC(F)(F)c1cccc2c(c(Cc3ccccc3)cnc12)c4cccc(Oc5cccc(c5)C(=O)N6CCCC6)c4,CHEMBL502579,98,7.00877392430751,active
CCN(CC)C(=O)c1cccc(Oc2cccc(c2)c3c(Cc4ccccc4)cnc5c(cccc35)C(F)(F)F)c1,CHEMBL505445,144,6.84163750790475,active
Cn1ccc2c(OCCCN(CC(c3ccccc3)c4ccccc4)Cc5cccc(c5Cl)C(F)(F)F)cccc12,CHEMBL505520,12,7.92081875395238,active
CS(=O)(=O)n1ccc2c(OCCCN(CC(c3ccccc3)c4ccccc4)Cc5cccc(c5Cl)C(F)(F)F)cccc12,CHEMBL505808,7,8.15490195998574,active
CC(=O)Oc1ccc2CC[C@H]3[C@](C)(CCC[C@]3(C)c2c1)C(=O)OC(=O)[C@@]4(C)CCC[C@@]5(C)[C@H]4CCc6ccc(OC(=O)C)cc56,CHEMBL506838,3,8.52287874528034,active
CNC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c4ccccc4,CHEMBL507805,400,6.39794000867204,active
COC(=O)[C@](C)([C@@H]1CCc2c(C1)[nH]c3ccc(Cl)cc23)S(=O)(=O)c4cccc(Cl)c4,CHEMBL510874,1700,5.76955107862173,inactive
COC(=O)[C@](F)([C@@H]1CCc2c(C1)[nH]c3ccc(Cl)cc23)S(=O)(=O)c4cccc(Cl)c4,CHEMBL511891,1810,5.74232142513082,inactive
C[C@@]1(CC=C2[C@@H](CC[C@@H]3[C@@](C)(CCC[C@@]23C)C(=O)O)C1)C=C,CHEMBL512490,50000,4.30102999566398,inactive
COc1ccccc1c2onc(n2)c3ccccn3,CHEMBL512749,67539,4.17044537393006,inactive
FC(F)(F)c1cccc(CN(CCCOc2ccc3[nH]ccc3c2)CC(c4ccccc4)c5ccccc5)c1Cl,CHEMBL513949,23,7.63827216398241,active
Fc1ccc(cc1)c2c3cccc(c3nn2Cc4ccccc4Cl)C(F)(F)F,CHEMBL514428,2890,5.53910215724345,inactive
Fc1ccc(Cn2nc3c(cccc3c2c4ccc(F)cc4)C(F)(F)F)cc1,CHEMBL515852,5720,5.24260397120698,inactive
COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c4ccccn4,CHEMBL516657,270,6.56863623584101,active
Cc1ccc(Cn2nc3c(cccc3c2c4ccc(F)cc4)C(F)(F)F)c(C)c1,CHEMBL517015,990,6.00436480540245,active
COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c4cccc(OC)c4,CHEMBL517245,160,6.79588001734408,active
COC(=O)c1onc(OCCCN(CC(c2ccccc2)c3ccccc3)Cc4cccc(c4Cl)C(F)(F)F)c1,CHEMBL518000,26,7.58502665202918,active
CCCNC(=O)c1cccc(Oc2cccc(c2)c3c(C)cnc4c(Cl)cccc34)c1,CHEMBL518033,1180,5.92811799269388,inactive
F[C@]([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)(c4oc(nn4)C5CC5)S(=O)(=O)c6ccccc6,CHEMBL518171,92,7.03621217265444,active
CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)[C@@H](O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL520370,10000,5,inactive
Fc1ccccc1Cn2nc3c(cccc3c2c4ccc(Cl)cc4)C(F)(F)F,CHEMBL520883,7440,5.12842706445412,inactive
C[C@@]1(CC=C2[C@@H](CC[C@@H]3[C@@](C)(CCC[C@@]23C)C(=O)NCC45CC6CC(CC(C6)C4)C5)C1)C=C,CHEMBL521375,50000,4.30102999566398,inactive
Fc1ccc(Cn2nc3c(cccc3c2c4ccc(Cl)cc4)C(F)(F)F)c(Cl)c1,CHEMBL521398,11220,4.95000714307986,inactive
CN(c1ccc(NC(=O)[C@](C)(O)C(F)(F)F)c(Cl)c1)S(=O)(=O)c2ccc(C)cc2,CHEMBL521866,1545,5.81125580831194,inactive
CN(c1ccc(NC(=O)C(C)(O)C(F)(F)F)c(Cl)c1)S(=O)(=O)c2ccc(cc2)C(=O)O,CHEMBL522668,65000,4.26143937264017,inactive
COC(=O)c1cccc(Oc2cccc(c2)c3c(C)cnc4c(Cl)cccc34)c1,CHEMBL541472,1810,5.74232142513082,inactive
Cl.Nc1nc(Nc2ccc(Cl)cc2)nc3ccccc13,CHEMBL546344,67541,4.17043251356636,inactive
FC(F)(F)c1cccc(CNc2cccc(c2)c3c(Cc4ccccc4)nnc5c(Cl)cccc35)c1Cl,CHEMBL550035,3630,5.44009337496389,inactive
Fc1ccc(c(COc2cccc(c2)c3c(Cc4ccccc4)nnc5c(cccc35)C(F)(F)F)c1)C(F)(F)F,CHEMBL550568,3650,5.43770713554353,inactive
Cn1c(CNc2cccc(c2)c3c(Cc4ccccc4)nnc5c(Cl)cccc35)cc6ccccc16,CHEMBL550847,2780,5.55595520408192,inactive
FC(F)(F)c1cccc(COc2cccc(c2)c3c(Cc4ccccc4)nnc5c(Cl)cccc35)c1Cl,CHEMBL550983,6540,5.18442225167573,inactive
Cn1c(CNc2cccc(c2)c3c(Cc4ccccc4)cnc5c(cccc35)C(F)(F)F)cc6ccccc16,CHEMBL551981,10180,4.99225222199926,inactive
Cn1ccc2cccc(COc3cccc(c3)c4c(Cc5ccccc5)nnc6c(cccc46)C(F)(F)F)c12,CHEMBL554508,1160,5.93554201077308,inactive
CC1(CCC[C@@]2(C)[C@H]1CCc3ccc(O)cc23)C(=O)OC(=O)C4(C)CCCC5(C)C4CCc6ccc(O)cc56,CHEMBL555373,2,8.76143937264017,active
Cn1ccc2cccc(CNc3cccc(c3)c4c(Cc5ccccc5)cnc6c(cccc46)C(F)(F)F)c12,CHEMBL558496,4170,5.37986394502624,inactive
FC(F)(F)c1cccc(COc2cccc(c2)c3c(Cc4ccccc4)nnc5c(cccc35)C(F)(F)F)c1Cl,CHEMBL561449,8600,5.06550154875643,inactive
C[C@@H](COc1cccc(CC(=O)O)c1)CN(CC(c2ccccc2)c3ccccc3)Cc4cccc(c4Cl)C(F)(F)F,CHEMBL573587,86,7.06550154875643,active
C[C@@H](CCN(CC(c1ccccc1)c2ccccc2)Cc3cccc(c3Cl)C(F)(F)F)Oc4cccc(CC(=O)O)c4,CHEMBL573591,145,6.83863199776503,active
CC(C(=O)O)c1cccc(OCCCN(CC(c2ccccc2)c3ccccc3)Cc4cccc(c4Cl)C(F)(F)F)c1,CHEMBL573603,15,7.82390874094432,active
C[C@H](CCN(CC(c1ccccc1)c2ccccc2)Cc3cccc(c3Cl)C(F)(F)F)Oc4cccc(CC(=O)O)c4,CHEMBL573651,41,7.38721614328026,active
C[C@H](CCOc1cccc(CC(=O)O)c1)N(CC(c2ccccc2)c3ccccc3)Cc4cccc(c4Cl)C(F)(F)F,CHEMBL573677,25,7.60205999132796,active
OC(=O)Cc1ccc2oc(CCN(CC(c3ccccc3)c4ccccc4)Cc5cccc(c5Cl)C(F)(F)F)cc2c1,CHEMBL573678,145,6.83863199776503,active
CC(C)(C(=O)O)c1cccc(OCCCN(CC(c2ccccc2)c3ccccc3)Cc4cccc(c4Cl)C(F)(F)F)c1,CHEMBL573679,15,7.82390874094432,active
C[C@@H](CCOc1cccc(CC(=O)O)c1)N(CC(c2ccccc2)c3ccccc3)Cc4cccc(c4Cl)C(F)(F)F,CHEMBL584364,87,7.06048074738138,active
OC(=O)Cc1ccc2cc(CCN(CC(c3ccccc3)c4ccccc4)Cc5cccc(c5Cl)C(F)(F)F)oc2c1,CHEMBL584566,63,7.20065945054642,active
CCC(CC)(C(=O)O)c1cccc(OCCCN(CC(c2ccccc2)c3ccccc3)Cc4cccc(c4Cl)C(F)(F)F)c1,CHEMBL584567,174,6.7594507517174,active
C[C@H](CCOc1cccc(c1)C(C)(C)C(=O)O)N(CC(c2ccccc2)c3ccccc3)Cc4cccc(c4Cl)C(F)(F)F,CHEMBL584568,11,7.95860731484177,active
OC(=O)Cc1cccc(OCCCN(CC(c2ccccc2)c3ccccc3)Cc4cccc(c4Cl)C(F)(F)F)c1,CHEMBL59030,158.899444444444,7.21664988034751,active
Oc1cccc(\C=C\c2ccc3cccc(O)c3n2)c1,CHEMBL591178,67581,4.17017538623279,inactive
CS(=O)(=O)c1cccc(Oc2cccc(c2)c3c(cnc4c(cccc34)C(F)(F)F)C(=O)N)c1,CHEMBL591582,1600,5.79588001734408,inactive
Oc1ccc(Oc2cccc(c2)c3c(Cc4ccccc4)cnc5c(cccc35)C(F)(F)F)cc1,CHEMBL592985,406,6.39147396642281,active
CS(=O)(=O)c1cccc(Oc2cccc(c2)c3c(cnc4c(Cl)cccc34)C(=O)N)c1,CHEMBL593267,630,6.20065945054642,active
OCc1ccc(Oc2cccc(c2)c3c(cnc4c(cccc34)C(F)(F)F)c5ccccc5)cc1,CHEMBL593960,646,6.18976748200492,active
Cc1nc2c(cccc2n1c3cccc(Oc4cccc(c4)S(=O)(=O)C)c3)C(F)(F)F,CHEMBL594757,640,6.19382002601611,active
COC(=O)c1cccc(Oc2cccc(c2)c3c(C)cnc4c(cccc34)C(F)(F)F)c1,CHEMBL594884,3400,5.46852108295774,inactive
Cc1cnc2c(cccc2c1c3cccc(Oc4cccc(CO)c4)c3)C(F)(F)F,CHEMBL595118,233,6.63264407897398,active
CC(C)(O)c1cccc(Oc2cccc(c2)c3c(Cc4ccccc4)cnc5c(cccc35)C(F)(F)F)c1,CHEMBL595124,31,7.50863830616573,active
Cc1cnc2c(cccc2c1c3cccc(Oc4ccc(CO)cc4)c3)C(F)(F)F,CHEMBL595125,1370,5.86327943284359,inactive
Cc1cnc2c(cccc2c1c3cccc(Oc4cccc(c4)S(=O)(=O)C)c3)C(F)(F)F,CHEMBL595689,183,6.73754891026957,active
COc1ccc(CN(C)S(=O)(=O)c2cccc(Oc3cccc(c3)c4c(nc5c(Cl)cccn45)C(C)C)c2)cc1,CHEMBL595915,930,6.03151705144607,active
CNS(=O)(=O)c1cccc(Oc2cccc(c2)c3c(nc4c(Cl)cccn34)C(C)C)c1,CHEMBL595917,1610,5.79317412396815,inactive
CCS(=O)(=O)c1cccc(Oc2cccc(c2)c3c(C)nc4c(cccn34)C(F)(F)F)c1,CHEMBL595937,2280,5.64206515299955,inactive
Cc1cnc2c(Cl)cccc2c1c3cccc(Oc4cccc(CO)c4)c3,CHEMBL596047,938,6.02779716162094,active
CC(C)c1nc2c(cccn2c1c3cccc(Oc4cccc(c4)S(=O)(=O)C)c3)C#N,CHEMBL596157,3900,5.4089353929735,inactive
COc1ccc(Oc2cccc(c2)c3c(Cc4ccccc4)cnc5c(cccc35)C(F)(F)F)cc1,CHEMBL596233,612,6.21324857785444,active
OCc1ccc(Oc2cccc(c2)c3c(cnc4c(Cl)cccc34)c5ccccc5)cc1,CHEMBL596262,1010,5.99567862621736,inactive
CC(C)S(=O)(=O)c1cccc(Oc2cccc(c2)c3c(C)nc4c(cccn34)C(F)(F)F)c1,CHEMBL596357,4100,5.38721614328026,inactive
CC(C)c1nc2c(cccn2c1c3cccc(OCc4cccc(c4)S(=O)(=O)C)c3)C(F)(F)F,CHEMBL596381,6500,5.18708664335714,inactive
OCc1cccc(Oc2cccc(c2)c3c(cnc4c(cccc34)C(F)(F)F)c5ccccc5)c1,CHEMBL603743,210,6.67778070526608,active
CC(C)c1nc2c(Cl)cccn2c1c3cccc(Oc4cccc(c4)S(=O)(=O)C)c3,CHEMBL603956,1660,5.77989191195995,inactive
OCc1cccc(Oc2cccc(c2)c3c(Cc4ccccc4)cnc5c(cccc35)C(F)(F)F)c1,CHEMBL604479,1030,5.98716277529483,inactive
Cc1nc2c(cccn2c1c3cccc(Oc4cccc(c4)S(=O)(=O)CCCO)c3)C(F)(F)F,CHEMBL604701,6000,5.22184874961636,inactive
Cc1nc2c(cccn2c1c3cccc(Oc4cccc(c4)S(=O)(=O)C)c3)C(F)(F)F,CHEMBL605314,2540,5.59516628338006,inactive
Cc1cnc2c(Cl)cccc2c1c3cccc(Oc4cccc(c4)C(C)(C)O)c3,CHEMBL606157,108,6.96657624451305,active
CCc1nc2c(cccn2c1c3cccc(Cc4cccc(c4)S(=O)(=O)C)c3)C(F)(F)F,CHEMBL606756,3200,5.49485002168009,inactive
CS(=O)(=O)c1cccc(Oc2cccc(c2)c3c(nc4c(cccn34)C(F)(F)F)n5ccnc5)c1,CHEMBL608531,1700,5.76955107862173,inactive
CCc1nc2c(cccn2c1c3cccc(Oc4cccc(c4)S(=O)(=O)C)c3)C(F)(F)F,CHEMBL611465,1220,5.91364016932525,inactive
CC(C)c1nc2c(cccn2c1c3cccc(Oc4cccc(c4)S(=O)(=O)C)c3)C(F)(F)F,CHEMBL611466,1860,5.73048705578208,inactive
CC(C)(C)c1nc2c(cccn2c1c3cccc(Oc4cccc(c4)S(=O)(=O)C)c3)C(F)(F)F,CHEMBL611467,2180,5.6615435063954,inactive
CS(=O)(=O)c1cccc(Oc2cccc(c2)c3c(nc4c(cccn34)C(F)(F)F)c5ccccc5)c1,CHEMBL611734,1110,5.95467702121334,inactive
CS(=O)(=O)c1cccc(Oc2cccc(c2)c3c(Cc4ccccc4)nc5c(cccn35)C(F)(F)F)c1,CHEMBL611735,144,6.84163750790475,active
CS(=O)(=O)c1cccc(Oc2cccc(c2)c3c(CN4CCCCC4)nc5c(cccn35)C(F)(F)F)c1,CHEMBL612006,920,6.03621217265444,active
CS(=O)(=O)c1cccc(Oc2cccc(c2)c3c(CN4CCSC4)nc5c(cccn35)C(F)(F)F)c1,CHEMBL612007,170,6.76955107862173,active
OC(c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)c2ccccc2)(C(F)(F)F)C(F)(F)F,CHEMBL62136,144.1575,7.09407637169372,active
C\C(=C\C=C\C(=C\C(=O)O)\C)\C=C\C1=C(C)CCCC1(C)C,CHEMBL705,1730,5.76195389687121,inactive
Cc1cc2ncc(nc2cc1C)c3ccccc3,CHEMBL7724,67490,4.17076057185861,inactive
FC(F)(F)c1cccc2c(c3cccc(NCc4ccc(\C=C/5\SC(=S)NC5=O)cc4)c3)c(cnc12)C(=O)c6ccccc6,CHEMBL90590,286,6.54363396687096,active
