,threshold,Accuracy,Sensitiv.,Specif.,MCC,Positive pred,Negative pred,False positive,False negative
0,5.0,0.9185185185185185,0.9236111111111112,0.9126984126984127,0.8363095238095238,0.9236111111111112,0.9126984126984127,0.0873015873015873,0.0763888888888889
1,5.5,0.8703703703703703,0.873015873015873,0.8680555555555556,0.74015414708536,0.8527131782945736,0.8865248226950354,0.13194444444444445,0.12698412698412698
2,6.0,0.8,0.4782608695652174,0.9662921348314607,0.5424142891661499,0.88,0.7818181818181819,0.033707865168539325,0.5217391304347826
3,6.5,0.8037037037037037,0.1875,0.9951456310679612,0.36282286434628475,0.9230769230769231,0.7976653696498055,0.0048543689320388345,0.8125
4,7.0,0.8814814814814815,0.1794871794871795,1.0,0.39704966341123515,1.0,0.8783269961977186,0.0,0.8205128205128205
