,threshold,Accuracy,Sensitiv.,Specif.,MCC,Positive pred,Negative pred,False positive,False negative
0,5.5,0.9666666666666667,0.9927536231884058,0.9393939393939394,0.9344846446264704,0.9448275862068966,0.992,0.06060606060606061,0.007246376811594203
1,5.0,0.9703703703703703,0.9861111111111112,0.9523809523809523,0.940776260409528,0.9594594594594594,0.9836065573770492,0.047619047619047616,0.013888888888888888
2,6.0,0.8703703703703703,0.9397590361445783,0.839572192513369,0.7340278597064607,0.7222222222222222,0.9691358024691358,0.16042780748663102,0.060240963855421686
3,6.5,0.9555555555555556,1.0,0.953125,0.716394551798207,0.5384615384615384,1.0,0.046875,0.0
4,7.0,0.9851851851851852,0.875,0.9885496183206107,0.7753472693822937,0.7,0.9961538461538462,0.011450381679389313,0.125
